galaxy,R_kpc,Vobs_kms,Verr_kms,Vmodel_kms,resid_kms,z,y,a_bar_mps2,a_vac_mid_mps2,a_vac_out_mps2
UGC02885,31.22,280.0,10.0,233.23321131056719,46.766788689432815,4.676678868943282,-0.5611083098262545,3.2966507209279186e-11,9.549146152404364e-12,1.395168794457906e-11
UGC02885,35.1,280.0,10.0,232.06320817550545,47.93679182449455,4.793679182449455,-0.640036856679457,2.7488078940792686e-11,8.507195294172596e-12,1.372745081376523e-11
UGC02885,38.97,281.0,10.0,233.24599367733782,47.75400632266218,4.7754006322662175,-0.7006311777677638,2.390837550690099e-11,7.781885639704686e-12,1.3552326325727895e-11
UGC02885,42.85,282.0,10.0,234.14360102033672,47.85639897966328,4.785639897966329,-0.758336815558878,2.0933624538991366e-11,7.146339952750831e-12,1.3383273565029275e-11
UGC02885,46.73,287.0,10.0,231.08476139063197,55.91523860936803,5.591523860936803,-0.8358763166727947,1.7510757326096292e-11,6.370054408002099e-12,1.3152818716275395e-11
UGC02885,50.71,292.0,10.0,233.90227300062702,58.09772699937298,5.809772699937298,-0.8766986614302004,1.593978960236221e-11,5.994444087492543e-12,1.3030057510823326e-11
UGC02885,54.58,298.0,10.0,238.20988502690693,59.79011497309307,5.9790114973093065,-0.9035343369412316,1.4984660545107627e-11,5.759167734207269e-12,1.294884591860094e-11
UGC02885,58.46,298.0,10.0,240.1986366734855,57.80136332651449,5.780136332651449,-0.9419919983530451,1.371479270297728e-11,5.437344860497959e-12,1.2831784605242047e-11
UGC02885,62.34,298.0,10.0,239.75539819786263,58.24460180213737,5.824460180213737,-0.9936361276106913,1.217713493360322e-11,5.0321519510879194e-12,1.2673386318674588e-11
UGC02885,66.21,298.0,10.0,239.79847198987034,58.201528010129664,5.820152801012966,-1.0406005743833793,1.0929006183097695e-11,4.688905771710124e-12,1.2528218077937222e-11
UGC02885,70.19,298.0,10.0,241.99762381923387,56.002376180766134,5.600237618076614,-1.0729029389275666,1.01456133456761e-11,4.465959859698485e-12,1.2427787272962674e-11
UGC02885,74.07,298.0,10.0,242.57077731632185,55.42922268367815,5.542922268367815,-1.1133958989766481,9.242412486592866e-12,4.200804627462556e-12,1.2301259671400976e-11
UGC02916,0.37,183.0,47.6,108.4872152341337,74.5127847658663,1.5653946379383676,0.894594032113237,9.414023501519074e-10,7.238855623292894e-11,1.708135428284268e-11
UGC02916,0.74,196.0,40.7,167.59789451974112,28.402105480258882,0.6978404294903902,0.9748350677192361,1.1324429013364655e-09,8.050532155639032e-11,1.7192659069523876e-11
UGC02916,1.11,205.0,14.1,192.61719983214968,12.38280016785032,0.8782127778617248,0.9171210727477765,9.915219177482663e-10,7.458467488126176e-11,1.711324784653082e-11
UGC02916,1.48,211.0,7.89,212.19089700818412,-1.1908970081841233,-0.15093751688011703,0.8742907053916559,8.984045679586551e-10,7.04622584226877e-11,1.7052175200404036e-11
UGC02916,1.84,214.0,1.48,229.49235342444476,-15.492353424444758,-10.46780636786808,0.8464917706407687,8.427000441771221e-10,6.790405957750967e-11,1.7011554630748643e-11
UGC02916,2.21,214.0,1.5,243.58426029527544,-29.584260295275442,-19.722840196850296,0.8172333335005191,7.877974660149403e-10,6.530743679334938e-11,1.6967963463662545e-11
UGC02916,2.6,213.0,2.64,250.77988153679897,-37.77988153679897,-14.310561188181426,0.769461166354024,7.057362287873487e-10,6.127033082102552e-11,1.6894935191135928e-11
UGC02916,2.96,211.0,4.5,248.39094589216953,-37.390945892169526,-8.309099087148784,0.7010074590095846,6.028214607991227e-10,5.5898360934327694e-11,1.6786264524539434e-11
UGC02916,3.17,210.0,8.68,249.0257270005336,-39.02572700053361,-4.496051497757328,0.671717576851368,5.635063610843854e-10,5.373980596915638e-11,1.6738312075908675e-11
UGC02916,3.33,209.0,3.0,248.30675779200027,-39.30675779200027,-13.102252597333424,0.6462556776200414,5.314188113652728e-10,5.192816996964184e-11,1.669591652943113e-11
UGC02916,3.7,207.0,1.6,246.16598134372066,-39.16598134372066,-24.478738339825412,0.589283901883097,4.660850232454271e-10,4.8083182750800653e-11,1.65986587125023e-11
UGC02916,4.07,206.0,1.73,243.12531647048814,-37.125316470488144,-21.45972050317234,0.5331848709184034,4.096058182632671e-10,4.456333562820629e-11,1.649964941340515e-11
UGC02916,4.44,205.0,3.45,239.21252389647583,-34.21252389647583,-9.916673593181399,0.4771004895205123,3.5998278750181353e-10,4.1290753192329556e-11,1.639744881235098e-11
UGC02916,4.81,205.0,2.77,234.8800605212044,-29.8800605212044,-10.787025458918556,0.4220268852329786,3.17108681054105e-10,3.83008813170943e-11,1.629396176946252e-11
UGC02916,5.18,206.0,7.48,230.53513985843355,-24.535139858433553,-3.2800989115552874,0.36904595186507083,2.806901663554044e-10,3.5620116453470866e-11,1.619148701154442e-11
UGC02916,5.55,207.0,5.02,225.8803851747247,-18.880385174724694,-3.7610329033316128,0.3165013111293959,2.4870387798255053e-10,3.313858751636156e-11,1.6087036669509374e-11
UGC02916,5.92,208.0,7.7,221.62712285256296,-13.627122852562962,-1.7697562146185666,0.26706999020396816,2.2194800017996573e-10,3.095510474743735e-11,1.5986222646926077e-11
UGC02916,6.28,210.0,1.95,218.04358271607367,-8.043582716073672,-4.124914213371114,0.22259286738144635,2.0034297263446786e-10,2.910817727788612e-11,1.5893408373322413e-11
UGC02916,6.34,210.0,4.78,217.5232861182508,-7.523286118250809,-1.5739092297595834,0.21563056841289835,1.97156824441662e-10,2.8828741266734178e-11,1.587869985534742e-11
UGC02916,6.65,212.0,1.96,214.97494255533704,-2.974942555337037,-1.5178278343556313,0.18076267663325923,1.8194659089106913e-10,2.7467304742914565e-11,1.5804309269559872e-11
UGC02916,7.03,214.0,0.76,212.21681640389167,1.78318359610833,2.346294205405697,0.14070788727162648,1.6591633022188528e-10,2.597891674470272e-11,1.5717359114400554e-11
UGC02916,7.39,215.0,2.22,209.86628521896537,5.133714781034627,2.312484135601183,0.1049281956782684,1.5279510516908695e-10,2.4714614660183677e-11,1.563834751766165e-11
UGC02916,7.77,216.0,1.76,207.52487560485304,8.475124395146963,4.815411588151684,0.06872272308797482,1.405736654345335e-10,2.3495037225712203e-11,1.5557115962280226e-11
UGC02916,8.14,217.0,1.53,205.67692266902085,11.323077330979146,7.400704137894866,0.036374245993874246,1.3048346834328498e-10,2.2454051261245325e-11,1.5483457052608186e-11
UGC02916,8.51,218.0,7.7,203.85943445430522,14.140565545694784,1.8364370838564654,0.004925364101063086,1.2136867484350852e-10,2.148422578600349e-11,1.5410875920453394e-11
UGC02916,8.88,218.0,6.86,202.12862586974572,15.871374130254281,2.3136113892498953,-0.02541693994560331,1.1317859703387455e-10,2.0586429989161062e-11,1.533994860540355e-11
UGC02916,9.25,218.0,8.37,200.8015265515897,17.19847344841031,2.0547758002879704,-0.053082332724062986,1.0619373926363579e-10,1.979907808422502e-11,1.5274514391546212e-11
UGC02916,9.52,218.0,3.93,199.75045200481694,18.249547995183065,4.6436508893595585,-0.07331507144342132,1.0135990027921733e-10,1.9241504568118742e-11,1.5226201670430468e-11
UGC02916,9.62,218.0,4.05,199.37555558106956,18.624444418930437,4.598628251587763,-0.08065948931306861,9.966020053884456e-11,1.9042831899569565e-11,1.5208569059952587e-11
UGC02916,9.99,217.0,20.2,198.08215461127148,18.917845388728523,0.9365269994420061,-0.10700919701829871,9.37933502755521e-11,1.8346007154961556e-11,1.5144892961752347e-11
UGC02916,10.4,217.0,4.2,196.7307194920206,20.269280507979403,4.826019168566524,-0.13519244331967792,8.789998535740666e-11,1.7627599550804243e-11,1.507607185548508e-11
UGC02916,10.71,216.0,3.16,195.94889083119767,20.051109168802327,6.345287711646305,-0.15483341417849986,8.401325898085332e-11,1.7142870640809128e-11,1.5027677383632586e-11
UGC02916,11.12,215.0,6.72,194.87551749136625,20.124482508633747,2.994714659022879,-0.1805334351401408,7.918589157250454e-11,1.6527759102650816e-11,1.4963821239327444e-11
UGC02916,12.67,212.0,1.82,191.95424802265546,20.045751977344537,11.014149438101393,-0.2669822162791774,6.489317597925809e-11,1.4609322401554836e-11,1.4744666606192104e-11
UGC02916,12.98,211.0,16.6,191.55088423872124,19.44911576127876,1.171633479595106,-0.2824894182332054,6.261693817799597e-11,1.4288448314428734e-11,1.470465599231654e-11
UGC02916,15.86,209.0,8.38,189.68368066306607,19.31631933693393,2.3050500402069125,-0.40551703848556103,4.716981875971428e-11,1.1970355504656184e-11,1.4379945896607563e-11
UGC02916,19.05,215.0,13.2,190.9527407043799,24.04725929562011,1.8217620678500084,-0.5045524828430976,3.7551627412621566e-11,1.0369479465184675e-11,1.4109533827051589e-11
UGC02916,22.14,215.0,13.9,193.01478435581805,21.98521564418195,1.5816701902289172,-0.5824607438852469,3.138488214603613e-11,9.255843128577691e-12,1.389147111872526e-11
UGC02916,25.34,210.0,10.6,192.9756277145869,17.024372285413108,1.6060728571144443,-0.6674522743458354,2.5806491933078523e-11,8.171381193847087e-12,1.3648528369211297e-11
UGC02916,28.53,196.0,12.8,191.25104907302185,4.748950926978154,0.37101179117016825,-0.75695735694351,2.1000222158669902e-11,7.1609366687277734e-12,1.3387339827189035e-11
UGC02916,31.72,185.0,11.5,188.73537169502157,-3.73537169502157,-0.3248149300018756,-0.8481542511160927,1.7022643146679e-11,6.2547803901681195e-12,1.3115997148645067e-11
UGC02916,34.91,182.0,10.8,187.82875998814706,-5.8287599881470555,-0.5396999989025051,-0.9243683002495156,1.4282786546598815e-11,5.582628162572828e-12,1.288552674840254e-11
UGC02916,38.0,181.0,10.3,187.2522152406092,-6.252215240609189,-0.6070111884086591,-0.9931019086083419,1.2192123057552485e-11,5.036191395576264e-12,1.2675031593162549e-11
UGC02953,0.09,231.0,52.9,70.25020204794382,160.74979795205618,3.0387485435171304,1.1408005356834583,1.6595172906966674e-09,1.0013992471741752e-10,1.7402822434035293e-11
UGC02953,0.17,231.0,27.9,133.41819193659768,97.58180806340232,3.4975558445663917,1.430005145260846,3.2298800301692775e-09,1.45778760387311e-10,1.77066705664908e-11
UGC02953,0.26,231.0,16.4,176.33561337723134,54.66438662276866,3.333194306266382,1.4891026297224408,3.7006999629622215e-09,1.5729435743693966e-10,1.775939905756043e-11
UGC02953,0.34,231.0,11.9,195.25150563916745,35.74849436083255,3.0040751563724832,1.4604524126545697,3.4644449014466127e-09,1.5160665437447976e-10,1.7734221851476584e-11
UGC02953,0.43,232.0,8.04,207.04303749693398,24.956962503066023,3.1040998138141824,1.408144914886149,3.071327730447889e-09,1.4172775970215086e-10,1.7686380500035957e-11
UGC02953,0.51,232.0,6.53,214.27040823957483,17.729591760425166,2.715098278778739,1.3626961281577026,2.766160492218924e-09,1.336483725260369e-10,1.7642821764963984e-11
UGC02953,0.6,232.0,4.75,221.04446648549865,10.955533514501354,2.3064281083160747,1.3179562042311175,2.4953843685806593e-09,1.2612756311003467e-10,1.7598111050898243e-11
UGC02953,0.69,232.0,4.0,226.26195803530652,5.73804196469348,1.43451049117337,1.2763542048133352,2.2674381574478987e-09,1.1949956345407122e-10,1.755488709504173e-11
UGC02953,0.77,233.0,5.69,230.20260858172634,2.797391418273662,0.49163293818517784,1.2427228253337939,2.098476312990586e-09,1.143867068279006e-10,1.751877117250539e-11
UGC02953,0.86,233.0,4.83,233.62386838877265,-0.6238683887726495,-0.1291652978825361,1.20641817385629,1.9301871494421203e-09,1.0910281451387589e-10,1.747859650085313e-11
UGC02953,0.95,234.0,10.8,236.5832583159398,-2.583258315939787,-0.23919058480923952,1.1730626614811082,1.7874911799394242e-09,1.0445481582650303e-10,1.7440589503757068e-11
UGC02953,1.03,235.0,10.3,239.65468349414311,-4.654683494143114,-0.45191101884884605,1.1483362457188295,1.6885638671894693e-09,1.0113224570497519e-10,1.7411732884130343e-11
UGC02953,1.11,235.0,10.6,242.06266768809556,-7.062667688095559,-0.6662894045373169,1.1236959878395256,1.5954280887982847e-09,9.792201668861105e-11,1.7382395709974392e-11
UGC02953,1.2,236.0,10.2,245.0492788593576,-9.0492788593576,-0.8871842018978039,1.0996463675641828,1.5094808704594072e-09,9.488291877721388e-11,1.7353199539749433e-11
UGC02953,1.29,237.0,10.6,247.7208030849819,-10.720803084981895,-1.0113965174511221,1.0768337865264308,1.4322374735697109e-09,9.208368827448866e-11,1.732498941231616e-11
UGC02953,1.38,238.0,14.2,249.97470595723667,-11.974705957236665,-0.8432891519180751,1.054587561351794,1.3607201230115354e-09,8.943013999626596e-11,1.729699393944225e-11
UGC02953,1.46,238.0,14.1,251.52336500139296,-13.52336500139296,-0.9591039008080114,1.0347234559757945,1.2998843109116161e-09,8.712266932865262e-11,1.7271589271499442e-11
UGC02953,1.55,239.0,19.6,252.82594185312698,-13.825941853126977,-0.7054051965881111,1.0123591468277549,1.2346401412813803e-09,8.4592901921485e-11,1.7242525819513595e-11
UGC02953,1.63,240.0,17.8,253.68206740839918,-13.682067408399178,-0.7686554723819763,0.992650994982392,1.1798647902661711e-09,8.242193351372972e-11,1.721650778708289e-11
UGC02953,1.72,241.0,7.14,254.3190378658984,-13.319037865898395,-1.8654114658121002,0.9705824928460373,1.1214082295819443e-09,8.005417346153063e-11,1.7186920245325255e-11
UGC02953,1.8,242.0,11.9,254.7070758915073,-12.707075891507287,-1.0678215034880072,0.9513530942722711,1.0728384754385864e-09,7.80441503674747e-11,1.716074727028088e-11
UGC02953,1.89,243.0,10.9,254.9210841942665,-11.921084194266513,-1.0936774490152763,0.9299701775593474,1.0212955123923023e-09,7.5865663943232e-11,1.713121327944703e-11
UGC02953,1.98,244.0,17.6,254.98382642864084,-10.983826428640839,-0.6240810470818658,0.9090536568240153,9.732735093578186e-10,7.379098275348196e-11,1.710188418444507e-11
UGC02953,2.07,246.0,11.4,254.96517541845293,-8.96517541845293,-0.7864188963555201,0.8887625405635923,9.288461527650258e-10,7.183019991480516e-11,1.7073015664288133e-11
UGC02953,2.15,247.0,12.9,254.90439398305585,-7.904393983055854,-0.6127437196167329,0.8712734202608015,8.921844843329001e-10,7.018020283261139e-11,1.704780371202753e-11
UGC02953,2.23,248.0,15.4,254.8340226656594,-6.834022665659404,-0.44376770556229894,0.8543631848960027,8.58112900354836e-10,6.861928133674705e-11,1.702313517724295e-11
UGC02953,2.32,249.0,17.6,254.76770121804117,-5.767701218041168,-0.3277102964796118,0.8360646415506608,8.227083167337151e-10,6.696757076562388e-11,1.699611830158974e-11
UGC02953,2.4,251.0,24.0,254.7432420927536,-3.7432420927536043,-0.15596842053140017,0.820484572851218,7.937172497997265e-10,6.559122584663068e-11,1.6972849904009006e-11
UGC02953,2.49,252.0,10.1,254.78486818906646,-2.784868189066458,-0.27572952366994635,0.80379286324778,7.637902484443153e-10,6.414665554600292e-11,1.6947650142296754e-11
UGC02953,2.58,253.0,12.0,254.97204018372426,-1.9720401837242605,-0.1643366819770217,0.7882045726242013,7.368614199939042e-10,6.28250427532274e-11,1.6923862512196166e-11
UGC02953,2.67,254.0,6.34,255.35421953319857,-1.3542195331985738,-0.2135992954571883,0.7738583046361125,7.129179517632168e-10,6.16317295808609e-11,1.690175333124269e-11
UGC02953,2.75,256.0,6.22,255.83871558465412,0.16128441534587523,0.02592997031284168,0.7620510702931134,6.937968382242567e-10,6.066586982743139e-11,1.6883400935683288e-11
UGC02953,2.83,257.0,5.6,256.4601471458369,0.5398528541630867,0.09640229538626549,0.7511102438069134,6.765369012104118e-10,5.978379136742725e-11,1.686626924180085e-11
UGC02953,2.92,259.0,8.73,257.3214713463539,1.678528653646083,0.1922713234417048,0.7398031942547086,6.591502790962562e-10,5.888505307487446e-11,1.6848436634657615e-11
UGC02953,3.0,260.0,5.19,258.1275840551027,1.8724159448972841,0.36077378514398534,0.7302481943575994,6.448065499782461e-10,5.8135639902240146e-11,1.683326613589395e-11
UGC02953,3.09,262.0,11.0,259.04687957284364,2.953120427156364,0.26846549337785125,0.7199147247586082,6.296453071014655e-10,5.733541484803979e-11,1.6816755351862038e-11
UGC02953,3.18,263.0,16.0,259.8756098248042,3.124390175195799,0.19527438594973745,0.7096314472271786,6.149116104839841e-10,5.654951562969994e-11,1.6800217084050722e-11
UGC02953,3.27,264.0,13.1,260.6215233949208,3.378476605079186,0.2578989774869608,0.6994070858641096,6.006041544113678e-10,5.5778314150379273e-11,1.678366699601439e-11
UGC02953,3.35,266.0,11.8,261.20713610907313,4.792863890926867,0.4061749060107514,0.6903261497342643,5.881761303544223e-10,5.510178042813691e-11,1.676887859752774e-11
UGC02953,3.43,267.0,12.7,261.7114938056559,5.288506194344109,0.4164178105782763,0.6812106975275958,5.759594967592557e-10,5.4430551348313395e-11,1.6753949578181928e-11
UGC02953,4.21,280.0,5.52,264.14342142073514,15.856578579264863,2.8725685832001564,0.5947963104480158,4.720386465829935e-10,4.8443003890871236e-11,1.6608213955434495e-11
UGC02953,4.29,282.0,2.35,264.3227474520578,17.677252547942203,7.522235126783916,0.5866649931548589,4.6328286663927166e-10,4.791312832502808e-11,1.6594108197174168e-11
UGC02953,4.38,283.0,5.1,264.45334729263334,18.54665270736666,3.636598570071895,0.5774521299197807,4.5355856854392826e-10,4.7319451344685e-11,1.6578044566188832e-11
UGC02953,4.47,285.0,4.61,264.60520538710364,20.394794612896362,4.424033538589232,0.5685030070909696,4.443081228957607e-10,4.6749488854353103e-11,1.6562357711719663e-11
UGC02953,4.8,290.0,10.8,265.03307056354515,24.966929436454848,2.311752725597671,0.5367336625622918,4.1296658145203294e-10,4.477851795808174e-11,1.6506008040270205e-11
UGC02953,5.25,296.0,2.85,266.1506739844239,29.849326015576082,10.473447724763536,0.49866374466582586,3.7830753430810947e-10,4.252092171349986e-11,1.6437123365806512e-11
UGC02953,5.32,298.0,1.92,266.3465737225404,31.653426277459573,16.486159519510196,0.4931309489089715,3.735185671692598e-10,4.220199013065452e-11,1.6426988831771796e-11
UGC02953,5.41,299.0,4.29,266.5416961011926,32.4583038988074,7.5660382048502095,0.48593089471890527,3.673771500493663e-10,4.179036389055417e-11,1.6413753479788136e-11
UGC02953,5.5,300.0,4.92,266.68200481277773,33.317995187222266,6.771950241305339,0.47866153759433483,3.612790544863437e-10,4.137865871293418e-11,1.640033696803796e-11
UGC02953,5.58,301.0,2.24,266.71556666769516,34.28443333230484,15.305550594778946,0.47197888639543284,3.557624706200649e-10,4.1003594189507745e-11,1.6387955644363855e-11
UGC02953,5.67,302.0,4.59,266.5756872721748,35.424312727825225,7.717715191247326,0.4639424920788268,3.4923980585986173e-10,4.055684054746708e-11,1.6373005720316403e-11
UGC02953,5.76,303.0,5.07,266.58471198421137,36.41528801578863,7.182502567216693,0.4565449677631709,3.433414317281027e-10,4.014970551033686e-11,1.635918594179302e-11
UGC02953,6.0,306.0,7.89,266.5679638339349,39.432036166065075,4.997723214963888,0.43719816394849337,3.283820502109173e-10,3.910325139388674e-11,1.6322778716548023e-11
UGC02953,6.18,307.0,4.41,266.4678721859652,40.53212781403482,9.190958687989756,0.42284951795740844,3.177099118021106e-10,3.8343982986120296e-11,1.6295530334096155e-11
UGC02953,6.27,308.0,3.2,266.4269144070527,41.57308559294728,12.991589247796025,0.4158507454637727,3.126309652544135e-10,3.7978754817761054e-11,1.628216329509463e-11
UGC02953,6.36,309.0,6.66,266.4199664192786,42.58003358072142,6.393398435543757,0.4090650534840696,3.077841842863304e-10,3.7627812414681966e-11,1.626915552237456e-11
UGC02953,6.45,310.0,5.83,266.4503324898143,43.549667510185714,7.4699258164984075,0.40250195189641413,3.031678877728203e-10,3.7291322658938644e-11,1.625652978164205e-11
UGC02953,6.53,310.0,3.83,266.50884342040763,43.49115657959237,11.355393362817852,0.39685386238480214,2.9925065415173455e-10,3.700404242470465e-11,1.624562914480644e-11
UGC02953,6.61,311.0,2.41,266.629629163554,44.370370836446,18.410942255786722,0.3914953849557772,2.9558107956971996e-10,3.6733442730427114e-11,1.6235257404765283e-11
UGC02953,6.7,312.0,1.25,266.84967015718405,45.15032984281595,36.12026387425276,0.3858461081385205,2.917610774924275e-10,3.645019968168383e-11,1.6224291131229524e-11
UGC02953,6.79,312.0,3.61,267.16501015689647,44.83498984310353,12.419664776482973,0.3806179642721171,2.882698421674551e-10,3.618992609047258e-11,1.6214113401503744e-11
UGC02953,6.87,313.0,13.8,267.2040411818506,45.795958818149415,3.31854774044561,0.3751768654867705,2.846807566966854e-10,3.5920931490301755e-11,1.620349156400405e-11
UGC02953,6.96,313.0,4.58,267.4916066543675,45.5083933456325,9.936330424810588,0.3699975774076645,2.813058886464738e-10,3.566665037673686e-11,1.6193352835896748e-11
UGC02953,7.05,314.0,3.05,267.7402990953615,46.25970090463852,15.167115050701156,0.36475499018045887,2.779305176017094e-10,3.541100836046343e-11,1.618306240961218e-11
UGC02953,7.2,315.0,1.38,267.970623634141,47.02937636585898,34.0792582361297,0.35552321778857365,2.7208491478224277e-10,3.4965080841128325e-11,1.6164873875603918e-11
UGC02953,7.39,316.0,0.75,267.8440076521881,48.15599234781189,64.20798979708252,0.3426159229410828,2.64117494633535e-10,3.435057187360582e-11,1.613929862972779e-11
UGC02953,7.47,316.0,8.57,267.59487697920457,48.40512302079543,5.648205720046141,0.3365695307148441,2.604658417724325e-10,3.4066257892344624e-11,1.6127259792365e-11
UGC02953,7.99,318.0,1.36,265.66278661553133,52.33721338446867,38.483245135638725,0.29728822592782833,2.3794110382471533e-10,3.2273028867791076e-11,1.6048145346409302e-11
UGC02953,8.08,318.0,16.0,265.4487641972838,52.55123580271618,3.284452237669761,0.29111476461341723,2.345827162264625e-10,3.1999512926771635e-11,1.6035569719552283e-11
UGC02953,8.16,318.0,5.5,265.2185303169551,52.78146968304492,9.596630851462713,0.2855269309840996,2.3158380061336134e-10,3.175384809281544e-11,1.602415384857201e-11
UGC02953,8.25,319.0,2.94,265.193619620384,53.80638037961597,18.301489925039448,0.2801425733239582,2.2873036308434947e-10,3.1518829030802636e-11,1.601312385445915e-11
UGC02953,8.34,319.0,1.74,265.16492011073194,53.83507988926806,30.93970108578624,0.2747976637395038,2.2593260501431748e-10,3.128717091962968e-11,1.600214573996649e-11
UGC02953,8.4,319.0,2.2,265.13097123087346,53.869028769126544,24.48592216778479,0.27120937167999654,2.2407356185748853e-10,3.11325585571974e-11,1.5994759446812696e-11
UGC02953,9.59,319.0,3.23,262.6424723391452,56.35752766085483,17.448150978592825,0.19762847565453862,1.8915147040036754e-10,2.8118009971665135e-11,1.584044395952652e-11
UGC02953,10.8,317.0,4.08,259.33179247213366,57.66820752786634,14.134364590163319,0.12668509510493944,1.6064467754696923e-10,2.547624233206453e-11,1.5686543229835252e-11
UGC02953,12.02,312.0,2.62,258.92294003531634,53.077059964683656,20.258419833848723,0.07185387256056953,1.4159082707449358e-10,2.359820282904931e-11,1.5564191704497076e-11
UGC02953,13.22,308.0,0.76,257.380290677522,50.619709322478,66.60488068747105,0.017974268142372886,1.2507068089585772e-10,2.188168624567252e-11,1.5441107278450982e-11
UGC02953,14.42,303.0,1.86,252.87664769872697,50.12335230127303,26.948038871652166,-0.04426227992911843,1.0837246857755464e-10,2.0046926891146377e-11,1.5295454400873966e-11
UGC02953,15.63,298.0,1.34,245.32818682699005,52.67181317300995,39.30732326344026,-0.11732409239285636,9.159191802223712e-11,1.8079898108448716e-11,1.5119790156879382e-11
UGC02953,16.83,296.0,1.41,237.9541707354665,58.045829264533495,41.16725479754149,-0.18850181458030116,7.774624659022092e-11,1.634135139228727e-11,1.4943900622983264e-11
UGC02953,18.03,294.0,1.15,233.39701667924245,60.602983320757545,52.69824636587613,-0.24624526827850474,6.806690093628121e-11,1.5049152929632234e-11,1.479784158760735e-11
UGC02953,19.23,294.0,0.59,229.4172812485347,64.58271875146531,109.46223517197511,-0.3002243694669013,6.011140466947395e-11,1.3929710516764001e-11,1.46586414118487e-11
UGC02953,20.43,294.0,0.5,225.56606213570947,68.43393786429053,136.86787572858105,-0.3526884196810544,5.3271242495897996e-11,1.2918050162364353e-11,1.4520940851207983e-11
UGC02953,21.64,292.0,1.21,222.09124015216835,69.90875984783165,57.775834584984835,-0.4028213011124061,4.746352017668962e-11,1.2017065081989205e-11,1.4387196387583208e-11
UGC02953,22.84,290.0,1.21,218.86473530368133,71.13526469631867,58.78947495563527,-0.4507964440350867,4.249959603269468e-11,1.1211193284465663e-11,1.4257280643658299e-11
UGC02953,24.04,287.0,0.81,215.6850255929095,71.31497440709049,88.04317828035862,-0.4980594105114938,3.811727413347717e-11,1.0467851250870051e-11,1.4127499668557338e-11
UGC02953,25.24,283.0,1.08,212.54043744807487,70.45956255192513,65.24033569622696,-0.5448261430528715,3.422591780156131e-11,9.778740353752788e-12,1.3997378630365189e-11
UGC02953,26.44,279.0,1.87,209.74015638942947,69.25984361057053,37.03734952436926,-0.5894165981514374,3.088621198723557e-11,9.162166476206698e-12,1.3871782370605472e-11
UGC02953,27.65,276.0,1.55,207.42240867113827,68.57759132886173,44.24360730894305,-0.6311603936248015,2.8055683426171126e-11,8.61871902084563e-12,1.3752891729385615e-11
UGC02953,28.85,273.0,1.9,205.4120740384934,67.58792596150661,35.57259261131927,-0.6705416160968799,2.5623569546510495e-11,8.13434306469438e-12,1.3639602381319556e-11
UGC02953,30.05,271.0,1.12,203.65248822259,67.34751177741,60.13170694411607,-0.7080922406847688,2.350114409636039e-11,7.696773520181793e-12,1.3530591208816263e-11
UGC02953,31.25,270.0,1.41,202.28154840439709,67.71845159560291,48.02727063517938,-0.742857680090579,2.169319728850202e-11,7.311774936491561e-12,1.342883233871363e-11
UGC02953,32.34,268.0,1.76,201.29607611981675,66.70392388018325,37.899956750104124,-0.7724410148257586,2.0264702446058234e-11,6.998718854661477e-12,1.3341629453953351e-11
UGC02953,33.55,267.0,1.81,200.37067727406475,66.62932272593525,36.81178051156644,-0.8038167628648254,1.8852306122190524e-11,6.680706591775578e-12,1.3248546200880818e-11
UGC02953,34.75,266.0,2.18,199.4534813101084,66.5465186898916,30.52592600453743,-0.8346141508675508,1.7561721884306653e-11,6.382018990954326e-12,1.3156598969865619e-11
UGC02953,35.95,265.0,3.01,198.5431747285988,66.45682527140119,22.078679492159864,-0.8650974744371179,1.6371322794840902e-11,6.098976453508823e-12,1.306504148759368e-11
UGC02953,37.15,264.0,2.04,197.72644659259595,66.27355340740405,32.487035984021595,-0.894671982942911,1.5293583658882846e-11,5.835872207245768e-12,1.297570951572999e-11
UGC02953,38.35,264.0,1.58,197.06307026045428,66.93692973954572,42.36514540477577,-0.9228859726492026,1.4331619636404132e-11,5.595015830749166e-12,1.2890039545150824e-11
UGC02953,39.56,264.0,3.23,196.56571143009282,67.43428856990718,20.877488721333492,-0.9497985384030714,1.3470468716812178e-11,5.3741532998329555e-12,1.2807927506991141e-11
UGC02953,40.76,264.0,2.94,196.2882845777518,67.7117154222482,23.03119572185313,-0.9745672201150228,1.2723717730576838e-11,5.178277626300622e-12,1.2732027965025886e-11
UGC02953,41.96,264.0,1.62,196.04550331485285,67.95449668514715,41.94722017601676,-0.9987890396705388,1.2033506762834954e-11,4.993347640069737e-12,1.2657509430280045e-11
UGC02953,43.16,264.0,2.15,195.74910683344257,68.25089316655743,31.74460147281741,-1.023184893332305,1.1376177318610366e-11,4.813489555473397e-12,1.2582170509065188e-11
UGC02953,44.36,262.0,4.45,195.4669927146552,66.53300728534481,14.951237592212316,-1.0472442766106513,1.0763089940877993e-11,4.642198458093275e-12,1.2507600050396476e-11
UGC02953,45.57,260.0,7.43,195.36946241607947,64.63053758392053,8.69859186862995,-1.0697437717235774,1.0219684165106612e-11,4.487307686201983e-12,1.243762957782523e-11
UGC02953,46.77,258.0,7.22,195.35687141895508,62.64312858104492,8.676333598482676,-1.0911134085080127,9.72899180421877e-12,4.344788389610719e-12,1.2370969946027613e-11
